300,22
600,37
900,45
1200,48
1500,57
1800,60
2100,85
2400,94
2700,98
3000,108
3300,130
3600,126
3900,130
4200,134
4500,145
4800,166
5100,178
5400,177
5700,181
6000,181
6300,185
6600,181
6900,184
7200,197
7500,197
7800,214
8100,212
8400,214
8700,206
9000,224
9300,209
9600,222
9900,221
10200,235
10500,239
10800,238
11100,253
11400,262
11700,280
12000,282
12300,288
12600,282
12900,289
13200,285
13500,303
13800,305
14100,314
14400,325
14700,336
15000,341
15300,351
15600,345
15900,359
16200,365
16500,377
16800,383
17100,390
17400,415
17700,412
18000,415
18300,425
18600,440
18900,447
19200,463
19500,471
19800,486
20100,491
20400,502
20700,510
21000,521
21300,528
21600,551
21900,545
22200,538
22500,548
22800,561
23100,577
23400,588
23700,588
24000,589
24300,584
24600,599
24900,600
25200,606
25500,626
25800,628
26100,635
26400,646
26700,659
27000,666
27300,671
27600,674
27900,690
28200,693
28500,705
28800,706
29100,720
29400,739
29700,758
30000,763
30300,777
30600,780
30900,795
31200,799
31500,821
31800,821
32100,822
32400,829
32700,845
33000,861
33300,872
33600,880
33900,901
34200,909
34500,929
34800,940
35100,943
35400,954
35700,958
36000,971
36300,982
36600,1001
36900,1020
37200,1039
37500,1035
37800,1068
38100,1077
38400,1070
38700,1086
39000,1100
39300,1113
39600,1120
39900,1109
40200,1135
40500,1164
40800,1172
41100,1194
41400,1202
41700,1202
42000,1210
42300,1216
42600,1222
42900,1227
43200,1238
43500,1253
43800,1268
44100,1269
44400,1278
44700,1296
45000,1307
45300,1314
45600,1334
45900,1359
46200,1373
46500,1381
46800,1390
47100,1397
47400,1398
47700,1423
48000,1430
48300,1436
48600,1453
48900,1476
49200,1498
49500,1507
49800,1523
50100,1540
50400,1549
50700,1561
51000,1580
51300,1605
51600,1619
51900,1639
52200,1672
52500,1678
52800,1705
53100,1720
53400,1743
53700,1744
54000,1748
54300,1768
54600,1780
54900,1798
55200,1816
55500,1824
55800,1836
56100,1838
56400,1863
56700,1893
57000,1916
57300,1938
57600,1967
57900,1992
58200,2011
58500,2037
58800,2073
59100,2112
59400,2118
59700,2146
60000,2184
60300,2138
60600,2100
60900,2065
61200,2020
61500,1978
61800,1941
62100,1904
62400,1865
62700,1817
63000,1777
63300,1732
63600,1691
63900,1655
64200,1623
64500,1583
64800,1539
65100,1495
65400,1458
65700,1421
66000,1382
66300,1347
66600,1309
66900,1278
67200,1247
67500,1213
67800,1181
68100,1150
68400,1122
68700,1087
69000,1063
69300,1028
69600,995
69900,962
70200,931
70500,901
70800,871
71100,835
71400,806
71700,774
72000,745
72300,713
72600,678
72900,648
73200,614
73500,583
73800,552
74100,517
74400,489
74700,460
75000,426
75300,397
75600,366
75900,331
76200,302
76500,270
76800,239
77100,207
77400,180
77700,151
78000,118
78300,87
78600,58
78900,24
