300,22
600,45
900,69
1200,93
1500,118
1800,139
2100,173
2400,204
2700,227
3000,259
3300,295
3600,309
3900,328
4200,342
4500,365
4800,403
5100,431
5400,445
5700,468
6000,485
6300,505
6600,521
6900,545
7200,572
7500,591
7800,613
8100,638
8400,657
8700,671
9000,692
9300,691
9600,721
9900,747
10200,770
10500,788
10800,804
11100,841
11400,868
11700,894
12000,918
12300,936
12600,942
12900,966
13200,986
13500,1021
13800,1041
14100,1067
14400,1094
14700,1119
15000,1139
15300,1169
15600,1188
15900,1213
16200,1239
16500,1266
16800,1286
17100,1311
17400,1347
17700,1359
18000,1376
18300,1403
18600,1434
18900,1463
19200,1492
19500,1506
19800,1532
20100,1556
20400,1587
20700,1615
21000,1642
21300,1671
21600,1703
21900,1710
22200,1727
22500,1746
22800,1773
23100,1803
23400,1831
23700,1844
24000,1863
24300,1874
24600,1900
24900,1911
25200,1936
25500,1970
25800,1989
26100,2013
26400,2039
26700,2078
27000,2098
27300,2118
27600,2138
27900,2160
28200,2183
28500,2212
28800,2227
29100,2259
29400,2292
29700,2324
30000,2345
30300,2369
30600,2396
30900,2420
31200,2445
31500,2484
31800,2510
32100,2526
32400,2550
32700,2584
33000,2620
33300,2638
33600,2666
33900,2705
34200,2721
34500,2752
34800,2781
35100,2808
35400,2834
35700,2860
36000,2891
36300,2924
36600,2956
36900,2990
37200,3025
37500,3051
37800,3091
38100,3117
38400,3126
38700,3152
39000,3184
39300,3208
39600,3233
39900,3242
40200,3282
40500,3317
40800,3338
41100,3367
41400,3401
41700,3425
42000,3445
42300,3465
42600,3491
42900,3513
43200,3540
43500,3570
43800,3598
44100,3625
44400,3647
44700,3674
45000,3710
45300,3736
45600,3773
45900,3810
46200,3834
46500,3863
46800,3892
47100,3927
47400,3946
47700,3992
48000,4009
48300,4031
48600,4062
48900,4090
49200,4125
49500,4150
49800,4192
50100,4216
50400,4236
50700,4261
51000,4285
51300,4323
51600,4357
51900,4377
52200,4414
52500,4431
52800,4478
53100,4508
53400,4539
53700,4560
54000,4585
54300,4615
54600,4649
54900,4680
55200,4717
55500,4733
55800,4763
56100,4786
56400,4813
56700,4848
57000,4881
57300,4912
57600,4944
57900,4968
58200,4986
58500,5007
58800,5055
59100,5095
59400,5117
59700,5155
60000,5200
60300,5181
60600,5150
60900,5134
61200,5120
61500,5103
61800,5082
62100,5062
62400,5047
62700,5030
63000,5015
63300,5003
63600,4984
63900,4967
64200,4951
64500,4932
64800,4919
65100,4901
65400,4885
65700,4871
66000,4854
66300,4840
66600,4829
66900,4816
67200,4802
67500,4791
67800,4778
68100,4765
68400,4753
68700,4740
69000,4727
69300,4714
69600,4698
69900,4682
70200,4670
70500,4657
70800,4645
71100,4629
71400,4614
71700,4598
72000,4586
72300,4571
72600,4559
72900,4544
73200,4532
73500,4520
73800,4504
74100,4490
74400,4479
74700,4465
75000,4455
75300,4442
75600,4428
75900,4410
76200,4397
76500,4386
76800,4373
77100,4361
77400,4347
77700,4336
78000,4318
78300,4306
78600,4295
78900,4281
79200,4267
79500,4253
79800,4241
80100,4226
80400,4215
80700,4201
81000,4187
81300,4173
81600,4160
81900,4147
82200,4138
82500,4127
82800,4112
83100,4100
83400,4086
83700,4073
84000,4058
84300,4045
84600,4031
84900,4016
85200,4002
85500,3991
85800,3974
86100,3963
86400,3949
86700,3936
87000,3921
87300,3907
87600,3896
87900,3882
88200,3867
88500,3853
88800,3842
89100,3827
89400,3815
89700,3804
90000,3788
90300,3773
90600,3761
90900,3747
91200,3729
91500,3717
91800,3703
92100,3689
92400,3672
92700,3658
93000,3642
93300,3628
93600,3615
93900,3603
94200,3590
94500,3579
94800,3566
95100,3552
95400,3539
95700,3525
96000,3513
96300,3500
96600,3486
96900,3469
97200,3456
97500,3441
97800,3426
98100,3417
98400,3401
98700,3388
99000,3371
99300,3360
99600,3347
99900,3334
100200,3323
100500,3311
100800,3295
101100,3280
101400,3264
101700,3253
102000,3241
102300,3227
102600,3216
102900,3200
103200,3186
103500,3170
103800,3152
104100,3143
104400,3129
104700,3116
105000,3100
105300,3084
105600,3072
105900,3059
106200,3047
106500,3033
106800,3017
107100,3003
107400,2988
107700,2973
108000,2961
108300,2947
108600,2934
108900,2922
109200,2904
109500,2891
109800,2878
110100,2863
110400,2854
110700,2840
111000,2825
111300,2811
111600,2800
111900,2785
112200,2773
112500,2761
112800,2749
113100,2737
113400,2726
113700,2716
114000,2705
114300,2692
114600,2682
114900,2670
115200,2660
115500,2648
115800,2635
116100,2625
116400,2613
116700,2603
117000,2591
117300,2579
117600,2569
117900,2556
118200,2545
118500,2535
118800,2524
119100,2511
119400,2501
119700,2488
120000,2477
120300,2465
120600,2455
120900,2445
121200,2432
121500,2421
121800,2410
122100,2398
122400,2387
122700,2377
123000,2364
123300,2352
123600,2341
123900,2329
124200,2319
124500,2308
124800,2296
125100,2286
125400,2274
125700,2262
126000,2251
126300,2239
126600,2228
126900,2218
127200,2206
127500,2194
127800,2182
128100,2171
128400,2162
128700,2149
129000,2138
129300,2126
129600,2114
129900,2104
130200,2092
130500,2081
130800,2069
131100,2058
131400,2046
131700,2035
132000,2023
132300,2012
132600,2003
132900,1989
133200,1979
133500,1967
133800,1957
134100,1944
134400,1934
134700,1921
135000,1911
135300,1901
135600,1888
135900,1877
136200,1865
136500,1855
136800,1843
137100,1832
137400,1820
137700,1808
138000,1798
138300,1787
138600,1775
138900,1764
139200,1752
139500,1741
139800,1729
140100,1717
140400,1707
140700,1695
141000,1685
141300,1672
141600,1661
141900,1650
142200,1638
142500,1627
142800,1615
143100,1603
143400,1593
143700,1582
144000,1572
144300,1561
144600,1550
144900,1539
145200,1527
145500,1515
145800,1505
146100,1492
146400,1480
146700,1469
147000,1459
147300,1447
147600,1435
147900,1427
148200,1416
148500,1403
148800,1391
149100,1380
149400,1368
149700,1358
150000,1348
150300,1337
150600,1324
150900,1313
151200,1301
151500,1291
151800,1280
152100,1268
152400,1257
152700,1245
153000,1233
153300,1223
153600,1211
153900,1200
154200,1189
154500,1178
154800,1166
155100,1155
155400,1144
155700,1133
156000,1121
156300,1109
156600,1099
156900,1086
157200,1076
157500,1064
157800,1053
158100,1041
158400,1029
158700,1019
159000,1008
159300,998
159600,985
159900,975
160200,963
160500,951
160800,940
161100,929
161400,917
161700,907
162000,894
162300,884
162600,872
162900,860
163200,850
163500,837
163800,825
164100,817
164400,805
164700,793
165000,781
165300,769
165600,759
165900,747
166200,737
166500,726
166800,715
167100,703
167400,692
167700,681
168000,670
168300,658
168600,647
168900,636
169200,625
169500,614
169800,603
170100,591
170400,579
170700,569
171000,557
171300,546
171600,534
171900,522
172200,512
172500,500
172800,489
173100,478
173400,466
173700,454
174000,444
174300,432
174600,422
174900,410
175200,399
175500,388
175800,376
176100,365
176400,354
176700,343
177000,331
177300,321
177600,309
177900,299
178200,287
178500,275
178800,264
179100,254
179400,243
179700,231
180000,221
180300,209
180600,197
180900,186
181200,174
181500,162
181800,152
182100,141
182400,129
182700,117
183000,107
183300,94
183600,83
183900,72
184200,61
184500,50
184800,38
185100,26
185400,16
185700,4
